version,split,class_name,image_name,mse,psnr,ssim,used_blocks
v2_adaptive,train,glioma,Tr-gl_1127.jpg,0.0096893310546875,68.26786566199634,0.9998961306321541,1
v2_adaptive,train,glioma,Tr-gl_1128.jpg,0.0141143798828125,66.63418558752576,0.9998378715847457,1
v2_adaptive,train,glioma,Tr-gl_1129.jpg,0.004913330078125,71.21704419795779,0.9999501649146986,4
v2_adaptive,train,glioma,Tr-gl_113.jpg,0.005279541015625,70.90484192698833,0.9999469953443554,2
v2_adaptive,train,glioma,Tr-gl_1130.jpg,0.016815185546875,65.87378696975844,0.9997093120156604,3
v2_adaptive,train,glioma,Tr-gl_1131.jpg,0.0089111328125,68.6314744437921,0.9999002727993751,1
v2_adaptive,train,glioma,Tr-gl_1132.jpg,0.00823974609375,68.97166531668641,0.9999004666899887,3
v2_adaptive,train,glioma,Tr-gl_1133.jpg,0.0048980712890625,71.23055259086738,0.9999456324659524,4
v2_adaptive,train,glioma,Tr-gl_1134.jpg,0.0164794921875,65.9613653600466,0.9997379848003173,1
v2_adaptive,train,glioma,Tr-gl_1135.jpg,0.0084228515625,68.87621213762411,0.9998963068222371,4
v2_adaptive,train,glioma,Tr-gl_1136.jpg,0.004791259765625,71.32630643418395,0.9999688707120119,2
v2_adaptive,train,glioma,Tr-gl_1137.jpg,0.0093536376953125,68.42099816973194,0.9998116765368806,6
v2_adaptive,train,glioma,Tr-gl_1138.jpg,0.0042877197265625,71.8085397158653,0.9999678257684366,4
v2_adaptive,train,glioma,Tr-gl_1139.jpg,0.006195068359375,70.21034257914415,0.9999858049528222,0
v2_adaptive,train,glioma,Tr-gl_114.jpg,0.004852294921875,71.27133171507177,0.9999839890242627,0
v2_adaptive,train,glioma,Tr-gl_1140.jpg,0.0199737548828125,65.12620644940854,0.9995439705679441,5
v2_adaptive,train,glioma,Tr-gl_1141.jpg,0.0087432861328125,68.71405669524219,0.9998081560795328,4
v2_adaptive,train,glioma,Tr-gl_1142.jpg,0.0113677978515625,67.57404018743317,0.9997829814582948,1
